query_text	PMid	title	source	time_article_has_been_cited	pubdate
glioma AND expression AND ARID2[Gene]	23222069	[Chromatin remodeling defects and cancer: the SWI/SNF example].	Bull Cancer	2	2012 Dec
glioma AND expression AND ARNT[Gene]	25059231	Genetic drivers of metastatic dissemination in sonic hedgehog medulloblastoma.	Acta Neuropathol Commun	8	2014 Jul 25
glioma AND expression AND ARNT[Gene]	12354771	Identification of functional hypoxia response elements in the promoter region of the DEC1 and DEC2 genes.	J Biol Chem	54	2002 Dec 6
glioma AND expression AND ARNT[Gene]	25968345	Effect of treatment with baicalein on the intracerebral tumor growth and survival of orthotopic glioma models.	J Neurooncol	3	2015 Aug
glioma AND expression AND ARNT[Gene]	25010988	Prolyl-4-hydroxylase 2 enhances hypoxia-induced glioblastoma cell death by regulating the gene expression of hypoxia-inducible factor-α.	Cell Death Dis	2	2014 Jul 10
glioma AND expression AND ARNT[Gene]	26861754	Induction of WNT11 by hypoxia and hypoxia-inducible factor-1α regulates cell proliferation, migration and invasion.	Sci Rep	16	2016 Feb 10
glioma AND expression AND ARNT[Gene]	23712868	AGR2 expression is regulated by HIF-1 and contributes to growth and angiogenesis of glioblastoma.	Cell Biochem Biophys	12	2013
glioma AND expression AND ASXL1[Gene]	1	The landscape of somatic mutations in epigenetic regulators across 1,000 paediatric cancer genomes.	Nat Commun	111	2014 Apr 8
glioma AND expression AND ATM[Gene]	29654065	Induced Telomere Damage to Treat Telomerase Expressing Therapy-Resistant Pediatric Brain Tumors.	Mol Cancer Ther	6	2018 Jul
glioma AND expression AND ATM[Gene]	29348882	MicroRNA203a suppresses glioma tumorigenesis through an ATM-dependent interferon response pathway.	Oncotarget	6	2017 Dec 22
glioma AND expression AND ATM[Gene]	28903382	MicroRNA16 regulates glioma cell proliferation, apoptosis and invasion by targeting Wip1-ATM-p53 feedback loop.	Oncotarget	6	2017 Aug 15
glioma AND expression AND ATM[Gene]	29378238	Loss of ATRX suppresses ATM dependent DNA damage repair by modulating H3K9me3 to enhance temozolomide sensitivity in glioma.	Cancer Lett	3	2018 Apr 10
glioma AND expression AND ATM[Gene]	28833137	Telomerase reverse transcriptase (TERT) - enhancer of zeste homolog 2 (EZH2) network regulates lipid metabolism and DNA damage responses in glioblastoma.	J Neurochem	3	2017 Dec
glioma AND expression AND ATM[Gene]	29574252	Targeting Long Noncoding RNA HMMR-AS1 Suppresses and Radiosensitizes Glioblastoma.	Neoplasia	2	2018 May
glioma AND expression AND ATM[Gene]	29348487	H1/pHGFK1 nanoparticles exert anti-tumoural and radiosensitising effects by inhibition of MET in glioblastoma.	Br J Cancer	2	2018 Feb 20
glioma AND expression AND ATM[Gene]	30796178	The SIAH1-HIPK2-p53ser46 Damage Response Pathway is Involved in Temozolomide-Induced Glioblastoma Cell Death.	Mol Cancer Res	1	2019 May
glioma AND expression AND ATM[Gene]	30783513	Inhibition of ATM kinase upregulates levels of cell death induced by cannabidiol and γ-irradiation in human glioblastoma cells.	Oncotarget	1	2019 Jan 25
glioma AND expression AND ATM[Gene]	30760578	IDH1-R132H acts as a tumor suppressor in glioma via epigenetic up-regulation of the DNA damage response.	Sci Transl Med	1	2019 Feb 13
glioma AND expression AND ATM[Gene]	30338650	Loss of GINS2 inhibits cell proliferation and tumorigenesis in human gliomas.	CNS Neurosci Ther	1	2019 Feb
glioma AND expression AND ATM[Gene]	29599344	Racial Disparities in the Molecular Landscape of Cancer.	Anticancer Res	1	2018 Apr
glioma AND expression AND ATM[Gene]	29463172	Radiation-induced G2/M arrest rarely occurred in glioblastoma stem-like cells.	Int J Radiat Biol	1	2018 Apr
glioma AND expression AND ATM[Gene]	28958992	Identification of MEK162 as a Radiosensitizer for the Treatment of Glioblastoma.	Mol Cancer Ther	1	2018 Feb
glioma AND expression AND ATM[Gene]	31098343	Molecular Characterization of Primary Human Astrocytes Using Digital Gene Expression Analysis.	Korean J Neurotrauma		2019 Apr
glioma AND expression AND ATM[Gene]	30943920	Decrease of Nibrin expression in chronic hypoxia is associated with hypoxia-induced chemoresistance in some brain tumour cells.	BMC Cancer		2019 Apr 3
glioma AND expression AND ATM[Gene]	30361826	Molecular features unique to glioblastoma radiation resistant residual cells may affect patient outcome - a short report.	Cell Oncol (Dordr)		2019 Feb
glioma AND expression AND ATM[Gene]	30050935	Caffeine Sensitizes U87-MG Human Glioblastoma Cells to Temozolomide through Mitotic Catastrophe by Impeding G2 Arrest.	Biomed Res Int		2018
glioma AND expression AND ATM[Gene]	29369420	ATM and p53 combined analysis predicts survival in glioblastoma multiforme patients: A clinicopathologic study.	J Cell Biochem		2018 Jun
glioma AND expression AND ATM[Gene]	29251333	Efficacy of ribavirin against malignant glioma cell lines: Follow-up study.	Oncol Rep		2018 Feb
glioma AND expression AND ATP1A1[Gene]	21498719	Immunohistochemical analyses of alpha1 and alpha3 Na+/K+-ATPase subunit expression in medulloblastomas.	Anticancer Res	7	2011 Mar
glioma AND expression AND ATP1A1[Gene]	29653366	Bufalin inhibits glioblastoma growth by promoting proteasomal degradation of the Na&lt;sup&gt;+&lt;/sup&gt;/K&lt;sup&gt;+&lt;/sup&gt;-ATPase α1 subunit.	Biomed Pharmacother	4	2018 Jul
glioma AND expression AND ATP1A1[Gene]	22575386	Quantitative proteomic Isotope-Coded Protein Label (ICPL) analysis reveals alteration of several functional processes in the glioblastoma.	J Proteomics	15	2012 Jul 16
glioma AND expression AND ATP1A1[Gene]	30130132	Update on the effects of the sodium pump α1 subunit on human glioblastoma: from the laboratory to the clinic.	Expert Opin Investig Drugs	1	2018 Sep
glioma AND expression AND ATP1A1[Gene]	31114755	ATP1A1 Integrates AKT and ERK Signaling via Potential Interaction With Src to Promote Growth and Survival in Glioma Stem Cells.	Front Oncol		2019
glioma AND expression AND ATP1A1[Gene]	30739221	The sodium pump α1 subunit regulates bufalin sensitivity of human glioblastoma cells through the p53 signaling pathway.	Cell Biol Toxicol		2019 Feb 9
glioma AND expression AND ATP1A1[Gene]	29582577	Marinobufagenin inhibits glioma growth through sodium pump α1 subunit and ERK signaling-mediated mitochondrial apoptotic pathway.	Cancer Med		2018 May
glioma AND expression AND ATR[Gene]	22095529	Resveratrol acts as a topoisomerase II poison in human glioma cells.	Int J Cancer	9	2012 Aug 1
glioma AND expression AND ATR[Gene]	26874961	Brain tumour differentiation: rapid stratified serum diagnostics via attenuated total reflection Fourier-transform infrared spectroscopy.	J Neurooncol	8	2016 May
glioma AND expression AND ATR[Gene]	25351918	Evaluation of novel imidazotetrazine analogues designed to overcome temozolomide resistance and glioblastoma regrowth.	Mol Cancer Ther	8	2015 Jan
glioma AND expression AND ATR[Gene]	26498391	Resveratrol sensitizes glioblastoma-initiating cells to temozolomide by inducing cell apoptosis and promoting differentiation.	Oncol Rep	7	2016 Jan
glioma AND expression AND ATR[Gene]	29654065	Induced Telomere Damage to Treat Telomerase Expressing Therapy-Resistant Pediatric Brain Tumors.	Mol Cancer Ther	6	2018 Jul
glioma AND expression AND ATR[Gene]	22173583	Oncolytic virus-mediated manipulation of DNA damage responses: synergy with chemotherapy in killing glioblastoma stem cells.	J Natl Cancer Inst	41	2012 Jan 4
glioma AND expression AND ATR[Gene]	28419269	Dual-Genotype Diffuse Low-Grade Glioma: Is It Really Time to Abandon Oligoastrocytoma As a Distinct Entity?	J Neuropathol Exp Neurol	4	2017 May 1
glioma AND expression AND ATR[Gene]	28383788	Replication stress, DNA damage signalling, and cytomegalovirus infection in human medulloblastomas.	Mol Oncol	4	2017 Aug
glioma AND expression AND ATR[Gene]	24218165	Cisplatin associated with LY294002 increases cytotoxicity and induces changes in transcript profiles of glioblastoma cells.	Mol Biol Rep	4	2014 Jan
glioma AND expression AND ATR[Gene]	20734998	Proliferation inhibition, DNA damage, and cell-cycle arrest of human astrocytoma cells after acrylamide exposure.	Chem Res Toxicol	3	2010 Sep 20
glioma AND expression AND ATR[Gene]	21652733	A sensitized RNA interference screen identifies a novel role for the PI3K p110γ isoform in medulloblastoma cell proliferation and chemoresistance.	Mol Cancer Res	19	2011 Jul
glioma AND expression AND ATR[Gene]	26486089	Common cancer-associated imbalances in the DNA damage response confer sensitivity to single agent ATR inhibition.	Oncotarget	13	2015 Oct 20
glioma AND expression AND ATR[Gene]	30796178	The SIAH1-HIPK2-p53ser46 Damage Response Pathway is Involved in Temozolomide-Induced Glioblastoma Cell Death.	Mol Cancer Res	1	2019 May
glioma AND expression AND ATR[Gene]	29753759	Multiple DNA damage-dependent and DNA damage-independent stress responses define the outcome of ATR/Chk1 targeting in medulloblastoma cells.	Cancer Lett	1	2018 Aug 28
glioma AND expression AND ATR[Gene]	27803059	ATR maintains chromosomal integrity during postnatal cerebellar neurogenesis and is required for medulloblastoma formation.	Development	1	2016 Nov 1
glioma AND expression AND ATR[Gene]	25530717	Induction of H2AX phosphorylation in tumor cells by gossypol acetic acid is mediated by phosphatidylinositol 3-kinase (PI3K) family.	Cancer Cell Int	1	2014
glioma AND expression AND ATR[Gene]	24597751	Label-free identification of the glioma stem-like cell fraction using Fourier-transform infrared spectroscopy.	Int J Radiat Biol	1	2014 Aug
glioma AND expression AND ATR[Gene]	31273061	Temozolomide Sensitizes MGMT-Deficient Tumor Cells to ATR Inhibitors.	Cancer Res		2019 Sep 1
glioma AND expression AND ATR[Gene]	30777204	Diffusion kurtosis imaging histogram parameter metrics predicting survival in integrated molecular subtypes of diffuse glioma: An observational cohort study.	Eur J Radiol		2019 Mar
glioma AND expression AND ATR[Gene]	30388586	Glycogen synthase kinase-3 inhibition in glioblastoma multiforme cells induces apoptosis, cell cycle arrest and changing biomolecular structure.	Spectrochim Acta A Mol Biomol Spectrosc		2019 Feb 15
glioma AND expression AND ATRX[Gene]	30531922	The molecular landscape of glioma in patients with Neurofibromatosis 1.	Nat Med	3	2019 Jan
glioma AND expression AND ATRX[Gene]	30333046	TERT promoter wild-type glioblastomas show distinct clinical features and frequent PI3K pathway mutations.	Acta Neuropathol Commun	2	2018 Oct 17
glioma AND expression AND ATRX[Gene]	30760578	IDH1-R132H acts as a tumor suppressor in glioma via epigenetic up-regulation of the DNA damage response.	Sci Transl Med	1	2019 Feb 13
glioma AND expression AND ATRX[Gene]	30611004	Allergy may confer better survival on patients with gliomas.	Clin Neurol Neurosurg	1	2019 Feb
glioma AND expression AND ATRX[Gene]	30272052	Increased expression of von Willebrand factor gene is associated with poorer survival in primary lower grade glioma.	Glioma	1	2018 Jul-Aug
glioma AND expression AND ATRX[Gene]	31508376	Recurrent Glioma With Lineage Conversion From Oligodendroglioma to Astrocytoma in Two Cases.	Front Oncol		2019
glioma AND expression AND ATRX[Gene]	31350684	Anaplastic pleomorphic xanthoastrocytoma associated with an H3G34 mutation: a case report with review of literature.	Brain Tumor Pathol		2019 Jul 26
glioma AND expression AND ATRX[Gene]	31290679	Comparative proteogenomic characterization of glioblastoma.	CNS Oncol		2019 Jun
glioma AND expression AND ATRX[Gene]	31096221	Immunostaining of Increased Expression of Enhancer of Zeste Homolog 2 (EZH2) in Diffuse Midline Glioma H3K27M-Mutant Patients with Poor Survival.	Pathobiology		2019
glioma AND expression AND ATRX[Gene]	31062529	von Willebrand Factor Gene Expression in Primary Lower Grade Glioma: Mutually Co-Occurring Mutations in von Willebrand Factor, ATRX, and TP53.	Brain Tumor Res Treat		2019 Apr
glioma AND expression AND ATRX[Gene]	31025086	Integrated diagnostics of diffuse astrocytic and oligodendroglial tumors.	Pathologe		2019 Jun
glioma AND expression AND ATRX[Gene]	30937985	High frequency of H3K27M immunopositivity in adult thalamic glioblastoma.	Neuropathology		2019 Apr
glioma AND expression AND ATRX[Gene]	30831644	[Clinicopathological characteristics and prognosis of diffuse midline gliomas with histone H3K27M mutation: an analysis of 30 cases].	Zhonghua Bing Li Xue Za Zhi		2019 Mar 8
glioma AND expression AND ATRX[Gene]	30830680	Telomere elongation via alternative lengthening of telomeres (ALT) and telomerase activation in primary metastatic medulloblastoma of childhood.	J Neurooncol		2019 May
glioma AND expression AND ATRX[Gene]	30790013	[Integrated diagnostics of diffuse astrocytic and oligodendroglial tumors. German version].	Pathologe		2019 Mar
glioma AND expression AND ATRX[Gene]	30777204	Diffusion kurtosis imaging histogram parameter metrics predicting survival in integrated molecular subtypes of diffuse glioma: An observational cohort study.	Eur J Radiol		2019 Mar
glioma AND expression AND ATRX[Gene]	30664534	The Application of FOXO1A Expression Predicts Aggressive Behavior and Poor Prognosis in Gliomas.	Appl Immunohistochem Mol Morphol		2019 Jan 19
glioma AND expression AND ATRX[Gene]	30655743	Significance of TERT and ATRX mutations in glioma.	Oncol Lett		2019 Jan
glioma AND expression AND ATRX[Gene]	30504574	Molecular profile of tumors with oligodendroglial morphology: Clinical relevance.	Neurol India		2018 Nov-Dec
glioma AND expression AND ATRX[Gene]	30222900	Granular cell astrocytoma: an aggressive IDH-wildtype diffuse glioma with molecular genetic features of primary glioblastoma.	Brain Pathol		2019 Mar
glioma AND expression AND AXIN1[Gene]	27959385	Microtubule actin cross-linking factor 1, a novel target in glioblastoma.	Int J Oncol	6	2017 Jan
glioma AND expression AND AXIN1[Gene]	23525311	CTNNB1, AXIN1 and APC expression analysis of different medulloblastoma variants.	Clinics (Sao Paulo)	6	2013
glioma AND expression AND AXIN1[Gene]	23588680	All-trans retinoic acid upregulates the expression of p53 via Axin and inhibits the proliferation of glioma cells.	Oncol Rep	4	2013 Jun
glioma AND expression AND AXIN1[Gene]	21648318	AXIN-1 protein expression and localization in glioblastoma.	Coll Antropol	4	2011 Jan
glioma AND expression AND AXIN1[Gene]	29387236	Expression profile and clinical significance of Wnt signaling in human gliomas.	Oncol Lett	3	2018 Jan
glioma AND expression AND AXIN1[Gene]	12209999	Role of Wnt pathway in medulloblastoma oncogenesis.	Int J Cancer	23	2002 Sep 10
glioma AND expression AND AXIN1[Gene]	17373666	Mutations of the Wnt antagonist AXIN2 (Conductin) result in TCF-dependent transcription in medulloblastomas.	Int J Cancer	17	2007 Jul 15
glioma AND expression AND AXIN1[Gene]	28187755	Long noncoding RNA papillary thyroid carcinoma susceptibility candidate 3 (PTCSC3) inhibits proliferation and invasion of glioma cells by suppressing the Wnt/β-catenin signaling pathway.	BMC Neurol	16	2017 Feb 10
glioma AND expression AND AXIN2[Gene]	28370670	Origin and characterization of alpha smooth muscle actin-positive cells during murine lung development.	Stem Cells	9	2017 Jun
glioma AND expression AND AXIN2[Gene]	27736002	MicroRNA-105 targets SOX9 and inhibits human glioma cell progression.	FEBS Lett	7	2016 Dec
glioma AND expression AND AXIN2[Gene]	29138341	Long Noncoding RNA &lt;i&gt;NEAT1&lt;/i&gt;, Regulated by the EGFR Pathway, Contributes to Glioblastoma Progression Through the WNT/&lt;b&gt;β&lt;/b&gt;-Catenin Pathway by Scaffolding EZH2.	Clin Cancer Res	31	2018 Feb 1
glioma AND expression AND AXIN2[Gene]	29387236	Expression profile and clinical significance of Wnt signaling in human gliomas.	Oncol Lett	3	2018 Jan
glioma AND expression AND AXIN2[Gene]	21666490	Wnt and hedgehog gene pathway expression in serous ovarian cancer.	Int J Gynecol Cancer	20	2011 Aug
glioma AND expression AND AXIN2[Gene]	17373666	Mutations of the Wnt antagonist AXIN2 (Conductin) result in TCF-dependent transcription in medulloblastomas.	Int J Cancer	17	2007 Jul 15
glioma AND expression AND AXIN2[Gene]	26452219	MAGI3 negatively regulates Wnt/β-catenin signaling and suppresses malignant phenotypes of glioma cells.	Oncotarget	12	2015 Nov 3
glioma AND expression AND AXIN2[Gene]	24013885	Nonsteroidal anti-inflammatory drugs diclofenac and celecoxib attenuates Wnt/β-catenin/Tcf signaling pathway in human glioblastoma cells.	Neurochem Res	12	2013 Nov
glioma AND expression AND AXIN2[Gene]	26222502	Pharmacologic Wnt Inhibition Reduces Proliferation, Survival, and Clonogenicity of Glioblastoma Cells.	J Neuropathol Exp Neurol	11	2015 Sep
glioma AND expression AND AXIN2[Gene]	25764520	miR-577 inhibits glioblastoma tumor growth via the Wnt signaling pathway.	Mol Carcinog	11	2016 May
glioma AND expression AND B2M[Gene]	28805815	AAV-mediated direct in vivo CRISPR screen identifies functional suppressors in glioblastoma.	Nat Neurosci	23	2017 Oct
glioma AND expression AND B2M[Gene]	23401227	LOH in the HLA class I region at 6p21 is associated with shorter survival in newly diagnosed adult glioblastoma.	Clin Cancer Res	16	2013 Apr 1
glioma AND expression AND B2M[Gene]	26463634	Identification of valid endogenous control genes for determining gene expression in C6 glioma cell line treated with conditioned medium from adipose-derived stem cell.	Biomed Pharmacother	1	2015 Oct
